"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat"
"251-275","University of South Florida","United States of America",27.7,"41.0",37.9,55.1,"99.8","-","31,424",21.5,"10%","",2015,-82.4138539,28.0587031
"251-275","University of the Andes, Colombia","Colombia",17.3,"54.6",12.1,89.8,"36.5","-","15,773",16.9,"2%","44 : 56",2015,-74.065012,4.602968
"251-275","University of the Witwatersrand","South Africa",22.3,"66.3",21.7,67.3,"94.8","-","23,321",18.6,"9%","56 : 44",2015,28.0305044,-26.1930344
"251-275","University of Trento","Italy",26.8,"57.3",20.3,70.3,"46.0","-","16,841",43.2,"8%","51 : 49",2015,11.1231165,46.0667967
"251-275","University of Turin","Italy",29.4,"39.3",20.3,72.5,"40.8","-","67,552",66,"6%","62 : 38",2015,7.6889006,45.069428
"251-275","University of Waterloo","Canada",30.9,"63.1",40.4,47,"41.7","-","30,726",24.2,"14%","45 : 55",2015,-80.541671,43.473289
"276-300","Chalmers University of Technology","Sweden",35.7,"62.5",32.8,40.8,"75.8","-","8,605",11.6,"15%","30 : 70",2015,11.9777584,57.6883684
"276-300","Colorado State University","United States of America",27.6,"30.4",31.3,59.9,"38.8","-","26,769",19,"5%","52 : 48",2015,-105.0807072,40.5747751
"276-300","Indian Institute of Science","India",32.6,"18.2",39.5,51.6,"37.9","-","3,318",8.2,"1%","19 : 81",2015,77.5671423,13.0218597
"276-300","Lappeenranta University of Technology","Finland",25.2,"59.1",25.5,59.9,"73.8","-","3,486",23.9,"19%","31 : 69",2015,28.0941671,61.0648818
"276-300","Montpellier University","France",23.7,"56.6",22.5,67.4,"33.6","-","36,731",18.4,"14%","51 : 49",2015,3.8603619,43.6319555
"276-300","National Chiao Tung University","Taiwan",35,"30.7",40.7,40.4,"98.2","-","12,646",16.6,"5%","27 : 73",2015,120.294197,22.925346
"276-300","Norwegian University of Science and Technology","Norway",33.5,"54.7",29.6,49.6,"45.0","-","17,381",13.9,"9%","46 : 54",2015,10.402077,63.419499
"276-300","Panjab University","India",23.7,"29.2",10.5,84.4,"28.3","-","16,691",23.9,"1%","46 : 54",2015,76.7653924,30.7606188
"276-300","Plymouth University","United Kingdom",18.4,"51.3",18.1,80.5,"28.8","-","24,121",25.9,"13%","52 : 48",2015,-4.1406465,50.3745284
"276-300","Queensland University of Technology","Australia",29.9,"69.8",36,42.9,"71.9","-","33,391",35.8,"17%","54 : 46",2015,153.0284231,-27.477356
"276-300","Shanghai Jiao Tong University","China",37.9,"23.9",37.9,38.9,"88.4","-","38,191",12.8,"6%","37 : 63",2015,121.4337784,31.0252201
"276-300","Stellenbosch University","South Africa",30,"47.8",31.2,45.6,"94.7","-","21,849",23,"8%","53 : 47",2015,18.864447,-33.9328078
"276-300","Tilburg University","Netherlands",33,"62.2",45.1,34.9,"55.1","-","7,576",22.4,"10%","49 : 51",2015,5.0419736,51.5631406
"276-300","Tokyo Medical and Dental University (TMDU)","Japan",42.7,"21.8",22.9,51.1,"56.9","-","2,872",3.3,"7%","51 : 49",2015,139.764451,35.7012897
"276-300","University College Cork","Republic of Ireland",26.7,"70.8",22.2,56.9,"45.9","-","15,805",22.3,"15%","55 : 45",2015,-8.4932738,51.8921099
"276-300","University of Bologna","Italy",31,"43.1",23.2,64.5,"34.9","-","85,532",22.9,"7%","56 : 44",2015,-97.379464,32.7170887
"276-300","University of Cincinnati","United States of America",32,"26.0",22.4,67.8,"35.6","-","36,108",15.7,"6%","54 : 46",2015,-84.5138565,39.1288979
"276-300","University of Erlangen-Nuremberg","Germany",28.4,"49.0",15.3,68.7,"46.8","-","36,146",53.9,"9%","49 : 51",2015,11.0045507,49.5978804
"276-300","University of Fribourg","Switzerland",29.2,"84.4",19.7,58.6,"48.2","-","10,416",46.9,"19%","58 : 42",2015,7.152006,46.806357
"276-300","University of Georgia","United States of America",39.7,"35.3",28.9,46.6,"31.1","-","33,119",19.9,"7%","57 : 43",2015,44.779722,41.7229257
"276-300","University of Macau","Macau",17.1,"73.3",20.3,68.1,"33.6","-","8,521",14.9,"31%","58 : 42",2015,113.5466489,22.1290705
"276-300","University of Milan","Italy",25.3,"37.4",22.9,66.9,"40.1","-","58,618",24.3,"5%","60 : 40",2015,9.1945843,45.4601435
"276-300","University of Nebraska-Lincoln","United States of America",31,"47.8",24.4,57.5,"35.0","-","21,789",16.4,"9%","46 : 54",2015,-96.7004763,40.8201966
"276-300","University of South Australia","Australia",25.7,"80.8",24,52.7,"83.9","-","18,971",26.2,"32%","59 : 41",2015,138.6066669,-34.9201652
"276-300","University of South Carolina","United States of America",34.5,"37.3",27.5,55.1,"31.8","-","29,336",16.3,"1%","55 : 45",2015,-81.0274276,33.996112
"276-300","University of Wollongong","Australia",25.2,"80.4",27.8,55.1,"44.7","-","16,489",25.4,"24%","50 : 50",2015,150.87843,-34.4054039
"276-300","Victoria University of Wellington","New Zealand",21.6,"84.2",28.5,53.8,"49.7","-","17,142",21.1,"21%","55 : 45",2015,174.7686615,-41.2904017
"276-300","Virginia Polytechnic Institute and State University","United States of America",40.1,"28.9",40,40.7,"42.6","-","30,850",18.6,"10%","42 : 58",2015,-80.4234167,37.2283843
"301-350","Autonomous University of Madrid","Spain",28.6,"48.8",19.3,59.7,"32.2","-","28,296",13,"15%","56 : 44",2015,-3.6943619,40.5466983
"301-350","Bangor University","United Kingdom",22.4,"73.1",23,55.8,"31.1","-","9,567",19.5,"22%","55 : 45",2015,-4.1299874,53.2295205
"301-350","Charles Darwin University","Australia",20.3,"45.5",17.8,64.5,"32.7","-","5,570",25.4,"15%","67 : 33",2015,130.8689199,-12.3717852
"301-350","Charles University in Prague","Czech Republic",31.5,"53.9",24.3,50.1,"29.4","-","51,438",13,"15%","62 : 38",2015,14.4234889,50.0871106
"301-350","Creighton University","United States of America",40.7,"29.1",10.4,63.3,"32.4","-","7,086",8.3,"2%","57 : 43",2015,-95.9428199,41.2623774
"301-350","Deakin University","Australia",20.1,"71.8",20.6,57.5,"30.6","-","32,713",30.4,"17%","60 : 40",2015,145.1149452,-37.8477381
"301-350","Drexel University","United States of America",31.8,"42.2",14.3,57.5,"34.6","-","20,713",10.8,"18%","48 : 52",2015,-90.3312523,38.6677847
"301-350","Hong Kong Baptist University","Hong Kong",21.2,"62.3",13.2,70.8,"29.1","-","10,441",11,"25%","61 : 39",2015,114.181587,22.337943
"301-350","Illinois Institute of Technology","United States of America",40.2,"59.4",17.3,50.3,"-","-","",NA,"","",2015,-87.6270059,41.8348731
"301-350","Kansas State University","United States of America",27,"41.5",16.5,61,"39.2","-","21,379",15.1,"10%","50 : 50",2015,-96.5847249,39.1974437
"301-350","Koç University","Turkey",21.6,"49.8",24.4,58.5,"50.6","-","4,488",14.6,"8%","52 : 48",2015,29.0732704,41.2053128
"301-350","Macquarie University","Australia",24,"89.2",24.8,50.2,"36.2","-","27,930",20,"44%","55 : 45",2015,151.1185824,-33.7775092
"301-350","Novosibirsk State University","Russian Federation",24.6,"43.8",17.2,70.5,"33.4","-","7,131",7.1,"13%","52 : 48",2015,83.0943884,54.8477462
"301-350","Oregon State University","United States of America",27.8,"36.7",21.1,63.3,"32.0","-","22,578",16.8,"9%","47 : 53",2015,-123.2794442,44.5637806
"301-350","Polytechnic University of Milan","Italy",27.6,"42.9",26.6,55.8,"67.8","-","30,025",22.2,"12%","34 : 66",2015,9.2272764,45.4781071
"301-350","Renmin University of China","China",34.9,"44.4",14.7,59.6,"42.8","-","24,954",12.7,"6%","",2015,116.3188145,39.9696062
"301-350","San Diego State University","United States of America",19.7,"26.9",24.8,65.6,"29.2","-","27,420",31.7,"5%","57 : 43",2015,-117.0718893,32.7757217
"301-350","Sapienza University of Rome","Italy",32.3,"37.5",28.1,50.7,"34.2","-","120,986",32.3,"7%","59 : 41",2015,12.5144384,41.9037626
"301-350","Sharif University of Technology","Iran",28.7,"19.4",34.7,50.4,"86.2","-","10,977",18.7,"0%","27 : 73",2015,51.351593,35.7036366
"301-350","State University of Campinas","Brazil",43.4,"20.7",38.8,28,"44.5","-","27,095",15.3,"3%","48 : 52",2015,-47.0647206,-22.8184393
"301-350","Sun Yat-sen University","China",32.5,"37.0",25.2,54.1,"58.9","-","51,351",16.6,"8%","51 : 49",2015,113.29947,23.103702
"301-350","Tulane University","United States of America",40.7,"29.7",20.7,53.9,"-","-","11,381",8.4,"8%","56 : 44",2015,-90.3302509,38.6628918
"301-350","University of Bath","United Kingdom",29.2,"76.1",25.1,47.5,"36.7","-","12,830",18.8,"30%","46 : 54",2015,-2.3272635,51.3781162
"301-350","University of Canterbury","New Zealand",21.1,"88.2",23.4,53.8,"49.5","-","12,187",16.5,"20%","51 : 49",2015,172.5839233,-43.5235375
"301-350","University of Cologne","Germany",25.6,"52.1",18.4,65.3,"28.8","-","43,280",43.4,"11%","60 : 40",2015,6.9288192,50.9281625
"301-350","University of Connecticut","United States of America",37.6,"38.8",27.1,45.4,"31.1","-","25,742",13,"11%","51 : 49",2015,-72.2539805,41.8077414
"301-350","University of Crete","Greece",19,"47.0",16.8,67,"36.0","-","14,650",26.9,"5%","63 : 37",2015,25.0826527,35.3073146
"301-350","University of Duisburg-Essen","Germany",21.9,"49.2",13.7,64.1,"44.2","-","36,051",46.6,"11%","49 : 51",2015,6.8009529,51.4277477
"301-350","University of Essex","United Kingdom",31.6,"86.7",29,39.3,"29.1","-","12,695",19.8,"39%","55 : 45",2015,-83.0524629,40.0024922
"301-350","University of Houston","United States of America",39.3,"33.1",25.8,44.2,"43.2","-","40,325",43.7,"9%","50 : 50",2015,-95.3422334,29.7199489
"301-350","University of Jyväskylä","Finland",27.6,"47.2",24,50.2,"-","-","9,703",15.2,"5%","62 : 38",2015,25.7316335,62.2365317
"301-350","University of Kansas","United States of America",30.6,"32.2",20.1,62.2,"36.2","-","",NA,"","",2015,-95.2557961,38.9543439
"301-350","University of Manitoba","Canada",31.6,"43.4",29.4,48.2,"43.5","-","28,576",27.8,"11%","55 : 45",2015,-97.1366259,49.8075008
"301-350","University of Marrakech Cadi Ayyad","Morocco",16.3,"45.1",6.5,83,"28.6","-","56,060",38.7,"1%","46 : 54",2015,-8.0038775,31.6652074
"301-350","University of Montana","United States of America",29.1,"20.7",13.7,75,"34.4","-","12,470",15.2,"3%","54 : 46",2015,-113.9852081,46.8600672
"301-350","University of Nebraska Medical Center","United States of America",36.4,"34.8",16.5,51.5,"34.5","-","2,857",2.6,"8%","67 : 33",2015,-95.9778714,41.2551186
"301-350","University of Oklahoma","United States of America",32.6,"30.0",15.7,57.5,"34.5","-","",NA,"","",2015,-97.4457137,35.2058936
"301-350","University of Padua","Italy",20.7,"40.4",18.2,68,"32.9","-","62,577",18.3,"4%","56 : 44",2015,11.8774462,45.406766
"301-350","University of Pisa","Italy",22.4,"36.7",18.8,69.2,"37.7","-","47,247",18,"4%","52 : 48",2015,10.3988593,43.7167235
"301-350","University of Southern Denmark","Denmark",19.5,"67.1",20.5,61.2,"72.6","-","22,210",12.7,"16%","52 : 48",2015,10.4280674,55.3706746
"301-350","University of Stirling","United Kingdom",21.5,"66.9",25.1,49.9,"30.7","-","7,828",15.9,"22%","61 : 39",2015,-3.918879,56.1459171
"301-350","University of Stuttgart","Germany",30.6,"59.3",17.3,56.9,"48.2","-","24,099",45.4,"20%","31 : 69",2015,9.1747024,48.7815352
"301-350","University of Tampere","Finland",22.9,"45.6",22.2,58.7,"42.5","-","10,045",9.5,"4%","66 : 34",2015,23.7787354,61.4937448
"301-350","University of Tsukuba","Japan",33.4,"36.1",21.6,51.1,"36.9","-","15,930",12.6,"16%","38 : 62",2015,140.1039611,36.1087221
"301-350","University of Valencia","Spain",17.9,"43.7",12,72.7,"30.8","-","58,413",15.4,"9%","60 : 40",2015,-0.3593863,39.4793254
"301-350","University of Warsaw","Poland",20.8,"41.6",13.6,70,"28.5","-","49,292",14.1,"7%","67 : 33",2015,21.0186012,52.2403463
"301-350","Wayne State University","United States of America",32,"30.7",15.2,61,"-","-","23,065",10.7,"7%","57 : 43",2015,-83.0665462,42.3591388
"301-350","Zhejiang University","China",36,"21.5",33.1,40.2,"88.6","-","47,508",15.9,"5%","41 : 59",2015,120.1689207,30.2929634
"351-400","Aalborg University","Denmark",23.8,"65.8",28.5,39.9,"43.9","-","17,422",15.9,"15%","48 : 52",2015,9.9818527,57.0145665
"351-400","Aberystwyth University","United Kingdom",20.7,"66.5",20.6,52.2,"33.0","-","9,252",19.2,"18%","48 : 52",2015,-4.0632712,52.4153984
"351-400","Aston University","United Kingdom",19.4,"79.7",21.6,45.1,"35.7","-","",NA,"","",2015,-1.8902314,52.4869642
"351-400","Bayreuth University","Germany",21.3,"53.9",12.9,61.8,"34.8","-","12,520",35.5,"8%","46 : 54",2015,11.585831,49.9288196
"351-400","Bielefeld University","Germany",27.5,"48.6",19.1,52,"37.4","-","21,428",67.8,"8%","57 : 43",2015,8.4963449,52.0354177
"351-400","Claude Bernard University Lyon 1","France",19.1,"52.1",17.2,62.6,"33.6","-","35,308",16.1,"11%","50 : 50",2015,4.862939,45.779462
"351-400","Curtin University","Australia",20.1,"91.3",17.1,45.3,"36.1","-","30,333",17.1,"38%","53 : 47",2015,115.8944182,-32.0061951
"351-400","Ewha Womans University","South Korea",23.5,"36.0",18,57.6,"61.3","-","17,625",14.4,"6%","100 : 0",2015,126.9468294,37.5618577
"351-400","George Mason University","United States of America",26.3,"35.8",20.3,53.9,"28.7","-","26,622",17,"7%","54 : 46",2015,-77.3115849,38.8343675
"351-400","Hanyang University","South Korea",31.5,"48.4",32.3,29,"88.7","-","16,729",10.4,"19%","",2015,127.0453219,37.5572321
"351-400","Hokkaido University","Japan",38.4,"25.2",27.5,32.2,"43.4","-","18,162",8.2,"9%","29 : 71",2015,141.340013,43.0779575
"351-400","Indian Institute of Technology Bombay","India",34.2,"19.5",24.6,43.5,"49.7","-","8,327",14.9,"1%","16 : 84",2015,72.9132679,19.1334302
"351-400","Indian Institute of Technology Roorkee","India",25.2,"16.6",14.3,62.6,"69.0","-","8,061",18.7,"1%","17 : 83",2015,77.8965787,29.8648599
"351-400","Isfahan University of Technology","Iran",20.7,"20.0",27.3,48.9,"84.1","-","10,964",26.5,"1%","39 : 61",2015,51.5330109,32.7200351
"351-400","King Mongkut’s University of Technology Thonburi","Thailand",16.7,"22.5",10,75,"56.5","-","17,791",23.7,"1%","42 : 58",2015,100.4949226,13.6517367
"351-400","Kyushu University","Japan",36.5,"26.1",28.5,33.6,"68.7","-","18,925",6.7,"8%","28 : 72",2015,130.4250445,33.6266584
"351-400","Lehigh University","United States of America",25.4,"34.5",16.6,56.3,"39.2","-","6,300",11.3,"15%","44 : 56",2015,-75.3782832,40.6069087
"351-400","Linköping University","Sweden",20.2,"50.9",27.6,51.5,"-","-","17,866",7.7,"10%","52 : 48",2015,15.5760072,58.3978364
"351-400","Murdoch University","Australia",21.2,"85.3",17.8,46.5,"40.5","-","16,606",32.8,"43%","59 : 41",2015,115.8329519,-32.0686354
"351-400","National Cheng Kung University","Taiwan",31.8,"26.7",40.1,28.4,"100.0","-","21,234",14.4,"11%","36 : 64",2015,120.2180947,22.9996873
"351-400","National Sun Yat-Sen University","Taiwan",26.4,"24.2",32.9,39,"47.0","-","9,336",19.6,"4%","37 : 63",2015,120.265922,22.625005
"351-400","National Taiwan University of Science and Technology (Taiwan Tech)","Taiwan",27.7,"26.7",42.6,30.9,"82.0","-","7,446",17.4,"11%","34 : 66",2015,121.5416515,25.0130679
"351-400","Royal College of Surgeons in Ireland","Republic of Ireland",24.7,"82.6",18.9,43.5,"28.4","-","2,473",15.6,"63%","55 : 45",2015,-6.261986,53.338985
"351-400","Ruhr University Bochum","Germany",31.5,"53.6",22.5,42,"47.4","-","38,675",46.3,"13%","48 : 52",2015,7.2616093,51.4456659
"351-400","Swinburne University of Technology","Australia",20.2,"86.9",16.3,50.2,"38.8","-","20,314",36.5,"33%","44 : 56",2015,145.0389546,-37.8221504
"351-400","UiT The Arctic University of Norway","Norway",20.7,"60.0",16.9,53.2,"38.8","-","10,398",12.2,"10%","60 : 40",2015,18.9712162,69.6798027
"351-400","Umeå University","Sweden",21.2,"50.3",25.7,52.7,"31.3","-","16,667",11.9,"7%","60 : 40",2015,20.3116101,63.8215945
"351-400","University of Bari Aldo Moro","Italy",29.1,"38.1",18.1,52,"35.2","-","51,560",65.1,"2%","65 : 35",2015,16.8684745,41.1205546
"351-400","University of Eastern Finland","Finland",24.3,"44.1",21.6,53.8,"32.8","-","10,798",17.3,"6%","64 : 36",2015,29.744203,62.603598
"351-400","University of Ferrara","Italy",19.5,"42.1",15.2,64.5,"40.4","-","18,882",30.2,"7%","56 : 44",2015,11.6261625,44.8334234
"351-400","University of Florence","Italy",18.1,"37.4",17.3,60.8,"35.4","-","54,290",17.2,"7%","59 : 41",2015,11.259765,43.7776426
"351-400","University of Graz","Austria",23.7,"64.8",17.3,55.1,"30.2","-","20,584",26.8,"12%","65 : 35",2015,15.4499126,47.0777872
"351-400","University of Hertfordshire","United Kingdom",16.2,"74.9",10.9,65,"29.6","-","19,665",19.4,"27%","54 : 46",2015,-0.2467997,51.7617561
"351-400","University of Lisbon","Portugal",30.1,"46.8",22.8,44.8,"33.9","-","47,849",17.5,"9%","51 : 49",2015,-9.1567472,38.7530019
"351-400","University of Liège","Belgium",25.9,"69.1",18.4,44.6,"70.4","-","20,951",25.9,"23%","54 : 46",2015,5.559064,50.5830803
"351-400","University of Minho","Portugal",20.2,"49.7",16.2,60.6,"44.5","-","19,090",18.8,"9%","52 : 48",2015,-8.3966231,41.5598965
"351-400","University of Missouri","United States of America",31.7,"29.6",22,46.6,"31.2","-","29,885",14.1,"5%","53 : 47",2015,-92.3277375,38.9403808
"351-400","University of Navarra","Spain",29.5,"46.2",22.3,41.7,"90.2","-","11,259",10.6,"16%","52 : 48",2015,-1.6582784,42.8024726
"351-400","University of Portsmouth","United Kingdom",16.1,"73.3",10.6,61.6,"29.2","-","20,161",19.1,"23%","45 : 55",2015,-1.0935686,50.7951287
"351-400","University of Rome III","Italy",19.3,"48.0",11.8,62.1,"37.7","-","36,353",61.2,"5%","59 : 41",2015,12.4795619,41.8620534
"351-400","University of Seoul","South Korea",21,"34.3",20.2,63.3,"29.1","-","10,243",19,"3%","36 : 64",2015,127.0587771,37.5838657
"351-400","University of Turku","Finland",24.3,"46.3",21.8,47.7,"32.1","-","12,326",14.6,"5%","61 : 39",2015,22.2851138,60.4562974
"351-400","University of Vermont","United States of America",26.8,"21.0",19.4,57.5,"-","-","",NA,"","",2015,-73.1964637,44.4778528
"351-400","University of Waikato","New Zealand",18.6,"80.3",17,50,"50.0","-","10,159",17,"25%","57 : 43",2015,175.3184579,-37.7868611
"351-400","Vrije Universiteit Brussel","Belgium",31.2,"54.5",17.9,48.1,"44.8","-","9,020",17.1,"16%","55 : 45",2015,4.394886,50.821658
"351-400","Waseda University","Japan",25.5,"43.1",16.3,55.5,"32.6","-","52,316",16.9,"8%","35 : 65",2015,139.7208045,35.7092082
"351-400","Washington State University","United States of America",28.5,"36.0",27.5,44.2,"54.5","-","24,550",18.3,"7%","50 : 50",2015,-117.1542121,46.7319225
"351-400","Western Sydney University","Australia",17.8,"50.1",22.4,58.7,"30.4","-","30,704",32.2,"9%","56 : 44",2015,151.0251472,-33.8118321
"351-400","Wuhan University","China",34.1,"33.1",17.4,48.5,"85.9","-","46,227",14.4,"7%","",2015,114.3643219,30.5360485
"351-400","Wuhan University of Technology","China",16.2,"21.4",8,75.8,"57.8","-","50,260",14.9,"2%","31 : 69",2015,114.356477,30.610732
"1","California Institute of Technology","United States of America",95.6,"64.0",97.6,99.8,"97.8","95.2","2,243",6.9,"27%","33 : 67",2016,-118.125269,34.1376576
"2","University of Oxford","United Kingdom",86.5,"94.4",98.9,98.8,"73.1","94.2","19,919",11.6,"34%","46 : 54",2016,-117.8273389,33.6504742
"3","Stanford University","United States of America",92.5,"76.3",96.2,99.9,"63.3","93.9","15,596",7.8,"22%","42 : 58",2016,-117.8389422,33.6518297
